Ship_ID,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Ship_class,Ship_Speed,Ship_Fuel_Level,Ship_crew_count,Ship_Cargo_Weight,Ship_Humidity,Ship_Temperature,Ship_Engine_Status,Ship_activity_log,Ship_Energy_Consumption
1231,2604_01,Earth,TRUE,G/423/P,PSO J318.5-22,24,FALSE,0,0,0,0,0,Timyra Gentledges,11175,10989,161182,440.75,489,51.62,16.61,101.46,490.1,397
1232,2608_01,Earth,TRUE,G/415/S,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Harrie Kaney,11475,11475,161182,443.05,495,51.59,16.53,101.47,522,397
1233,2610_01,Earth,FALSE,F/502/S,TRAPPIST-1e,24,FALSE,2469,0,0,0,56,Mollen Ericksonga,11756,11179,161182,439.45,510.15,51.56,16.42,101.48,537,397
1234,2611_01,Earth,FALSE,G/417/S,TRAPPIST-1e,25,FALSE,5,524,267,0,982,Fanne Kochroeders,11307,10036,161182,446.6,510,51.54,16.32,101.48,520.5,397
1235,2612_01,Earth,FALSE,F/538/P,TRAPPIST-1e,22,FALSE,644,2,0,83,0,Herina Baldens,10108,9777,161182,473,503,51.51,16.26,101.48,508.05,397
1236,2613_01,Earth,FALSE,F/539/P,TRAPPIST-1e,57,FALSE,4,0,702,37,0,Karene Hinesh,10237,8812,161182,482.55,493.5,51.49,16.21,101.47,495,397
1237,2614_01,Mars,FALSE,F/503/S,TRAPPIST-1e,25,FALSE,938,0,206,0,289,Cruses Boure,9142,7796,161182,492.8,490,51.46,16.12,101.48,492,357
1238,2615_01,Earth,FALSE,F/540/P,TRAPPIST-1e,21,FALSE,0,0,1352,0,182,Branda Burtiz,8852,8252,161182,469.45,495,51.44,16.04,101.48,507.05,357
1239,2620_01,Earth,TRUE,G/425/P,55 Cancri e,41,FALSE,0,0,0,0,0,Molley Buckleinson,9176,8031,161182,474.65,492.55,51.41,15.98,101.49,497.2,357
1240,2621_01,Europa,FALSE,C/94/S,55 Cancri e,27,FALSE,11567,246,0,5957,496,Alsuud Suarging,8271,6757,161182,475.25,490.5,51.38,15.93,101.5,499.2,357
1241,2623_01,Earth,FALSE,F/506/S,TRAPPIST-1e,18,FALSE,419,134,0,311,0,Milda Coleyanglas,7052,6048,161182,487.3,496.1,51.36,15.87,101.51,500,357
1242,2630_01,Earth,FALSE,F/507/S,TRAPPIST-1e,61,FALSE,1,0,328,241,873,Nicey Onell,7755,7237,161182,490.4,489.5,51.33,15.82,101.51,492.1,357
1243,2630_02,Earth,TRUE,G/418/S,TRAPPIST-1e,9,FALSE,0,0,0,0,0,Willey Onell,7638,7638,161182,490.2,490,51.31,15.77,101.51,497,357
1244,2630_03,Earth,,G/418/S,TRAPPIST-1e,1,FALSE,0,0,0,0,0,Sha Onell,8272,7885,161182,487.95,493,51.28,15.75,101.52,497.8,410
1245,2632_01,Earth,FALSE,F/546/P,TRAPPIST-1e,27,FALSE,0,196,7,0,1325,Raceky Hoopez,8720,8295,161182,480.85,490.3,51.26,15.73,101.52,498.15,410
1246,2637_01,Earth,FALSE,,TRAPPIST-1e,20,FALSE,0,0,0,631,350,Jona Rothewson,8616,7931,161182,491.9,483.4,51.23,15.83,101.52,488,410
1247,2637_02,Earth,TRUE,G/429/P,PSO J318.5-22,2,FALSE,0,0,0,0,0,Garyan Rothewson,8141,8141,161182,507.3,493,51.21,15.93,101.53,508.95,410
1248,2637_03,Earth,FALSE,G/429/P,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Naomie Rothewson,8927,8455,161182,518.8,509.95,51.18,15.8,101.54,534.1,410
1249,2639_01,Mars,TRUE,F/509/S,TRAPPIST-1e,25,FALSE,0,0,0,0,0,Golos Ropie,8600,8600,161182,509.1,515,51.15,15.67,101.54,537,410
1250,2644_01,Earth,FALSE,F/512/S,TRAPPIST-1e,22,FALSE,2,12,0,630,59,Garry Fuentryoung,9488,9396,161182,508.7,535.1,51.13,15.84,101.54,548,410
1251,2653_01,Mars,FALSE,F/548/P,TRAPPIST-1e,32,TRUE,733,11,1819,34,1,Cowlat Ban,10136,9825,161182,522.1,542,51.1,16.02,101.55,550,410
1252,2654_01,Mars,FALSE,D/89/S,TRAPPIST-1e,28,FALSE,1,,195,62,2406,Stight Rapie,10208,10149,161182,557.7,548.05,51.08,16.5,101.56,555,410
1253,2656_01,Europa,TRUE,C/96/S,TRAPPIST-1e,43,FALSE,0,0,0,0,0,Alinan Clinarfork,11123,10326,161182,553.85,525,51.05,16.98,101.57,554.15,410
1254,2665_01,Europa,FALSE,C/92/P,55 Cancri e,28,FALSE,0,774,2760,4171,118,Alhaula Pressive,10553,10513,161182,547.4,540.9,51.03,17.33,101.58,545.1,410
1255,2667_01,Europa,TRUE,B/101/S,55 Cancri e,32,FALSE,0,0,0,0,0,Ionon Vactive,11232,11232,161182,548.75,542,51,17.67,101.59,549,431
1256,2667_02,Europa,FALSE,B/101/S,TRAPPIST-1e,54,FALSE,0,373,,400,3217,Castork Vactive,11372,10479,161182,549,539,50.95,18.08,101.59,552.1,431
1257,2667_03,Europa,FALSE,B/101/S,TRAPPIST-1e,27,FALSE,0,0,0,6,3223,Ranan Vactive,10660,9939,161182,550.95,535.1,50.9,18.49,101.59,540.35,431
1258,2667_04,Europa,TRUE,B/101/S,TRAPPIST-1e,30,FALSE,0,0,0,0,0,Boteino Vactive,9937,9735,161182,559.7,521,50.85,18.97,101.6,570.3,431
1259,2667_05,Europa,TRUE,B/101/S,55 Cancri e,25,FALSE,0,0,0,0,0,Duhrk Vactive,10288,9547,161182,568.95,550.15,50.79,19.45,101.6,554,431
1260,2669_01,Mars,FALSE,F/553/P,TRAPPIST-1e,39,FALSE,1236,0,849,,0,Croos Trake,9796,9407,161182,572.35,547.6,50.74,19.94,101.6,558.05,431
1261,2673_01,Earth,FALSE,G/433/P,TRAPPIST-1e,14,FALSE,100,3821,133,116,8,Cathya Bonnondry,9669,9502,161182,601.05,530,50.69,20.43,101.61,530.7,431
1262,2674_01,Earth,FALSE,G/425/S,TRAPPIST-1e,8,FALSE,0,0,0,0,0,Samany Spencervan,10394,10246,161182,612,518.55,50.64,21.11,101.62,528.75,431
1263,2674_02,Earth,FALSE,G/425/S,TRAPPIST-1e,22,FALSE,0,75,688,42,3,Hary Spencervan,10687,10393,161182,566,504.25,50.59,21.79,101.62,507,431
1264,2680_01,Europa,FALSE,B/82/P,TRAPPIST-1e,27,FALSE,0,263,1,8580,0,,10385,10353,161182,576.35,490.1,50.54,22.47,101.62,508.5,431
1265,2681_01,Earth,TRUE,G/427/S,PSO J318.5-22,43,FALSE,0,0,0,0,0,Carley Tersony,10977,10850,161182,572.45,498,50.49,23.15,101.63,499.95,431
1266,2686_01,Earth,FALSE,F/518/S,TRAPPIST-1e,16,FALSE,2730,397,0,0,56,Derry Mejiaddox,11102,11002,161182,576.2,463.9,50.44,23.62,101.64,476,431
1267,2689_01,Earth,FALSE,G/436/P,TRAPPIST-1e,40,FALSE,4,,0,1759,0,Tany Watsongley,11497,11136,161182,571.1,458.85,50.38,24.09,101.65,466,431
1268,2694_01,Europa,TRUE,B/84/P,TRAPPIST-1e,48,FALSE,0,0,0,0,0,Maham Aneter,11532,11444,161182,550.15,463.15,50.33,24.51,101.66,466.95,431
1269,2694_02,Europa,FALSE,C/93/P,TRAPPIST-1e,25,FALSE,0,10754,3,345,478,Phacton Aneter,11500,10694,161182,554.2,440,50.28,24.92,101.67,450,431
1270,2696_01,Europa,FALSE,C/98/S,TRAPPIST-1e,29,FALSE,0,2074,0,6,320,Alram Comessic,10804,9692,161182,524.55,432.5,50.23,25.36,101.67,440.4,431
1271,2699_01,Earth,FALSE,F/519/S,PSO J318.5-22,60,FALSE,0,245,0,985,0,Sanya Tranciams,9951,9336,161182,521.85,442,50.18,25.8,101.67,467,431
1272,2705_01,,TRUE,G/430/S,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Jenn Morgerson,9415,8513,161182,535.95,460,50.13,26.16,101.67,464.4,431
1273,2710_01,Europa,TRUE,B/104/S,55 Cancri e,37,FALSE,0,0,,0,0,Antonon Trodery,9351,8828,161182,542.65,452.15,50.08,26.51,101.67,462,431
1274,2710_02,Europa,TRUE,B/104/S,55 Cancri e,35,FALSE,0,0,0,,0,Nunkino Trodery,8853,8607,161182,537,465,50.03,26.77,101.68,468.8,431
1275,2711_01,Mars,FALSE,F/560/P,TRAPPIST-1e,23,FALSE,855,1296,3765,0,0,Ducks Prin,9603,8956,161182,513.95,456,49.97,27.03,101.69,474,431
1276,2715_01,Mars,FALSE,E/162/P,TRAPPIST-1e,24,FALSE,671,0,344,0,6,Fex Gerry,9173,8958,161182,524.1,456,49.92,26.85,101.7,457,431
1277,2715_02,Mars,FALSE,F/562/P,TRAPPIST-1e,15,FALSE,1416,0,1184,3,0,Pioss Gerry,9215,8069,161182,540,465,49.87,26.67,101.7,492,431
1278,2716_01,Europa,FALSE,D/80/P,TRAPPIST-1e,18,FALSE,0,,0,1685,,Majoram Frintful,8291,7783,161182,531.4,488,49.82,26.84,101.7,496,431
1279,2716_02,Europa,TRUE,D/80/P,55 Cancri e,14,FALSE,0,0,0,0,0,Muonea Frintful,8323,8005,161182,538.1,491.5,49.77,27.02,101.71,496,431
1280,2719_01,Mars,FALSE,D/92/S,TRAPPIST-1e,39,FALSE,2194,1034,21,0,0,Mus Curle,8322,7813,161182,531.45,483,49.72,27.54,101.71,483.25,431
1281,2719_02,Mars,TRUE,F/524/S,TRAPPIST-1e,12,FALSE,0,0,0,0,0,Shams Curle,7891,7398,161182,529.95,482,49.67,28.06,101.71,488,431
1282,2719_03,Mars,FALSE,F/524/S,TRAPPIST-1e,43,FALSE,1259,0,0,963,0,Heales Curle,8344,8182,161182,533.95,486.1,49.62,28.17,101.71,492,431
1283,2728_01,Mars,FALSE,F/526/S,TRAPPIST-1e,45,FALSE,16,0,1103,,0,Ton Melto,8620,8390,161182,542.8,487.1,49.56,28.29,101.71,495.05,431
1284,2731_01,Earth,TRUE,G/434/S,TRAPPIST-1e,24,,0,0,0,0,0,Rone Fersongs,8937,8846,161182,533.45,487,49.51,28.56,101.71,493,431
1285,2733_01,Earth,FALSE,F/566/P,TRAPPIST-1e,52,FALSE,0,295,0,,233,Wine Dickman,8939,8565,161182,528.4,485,49.46,28.84,101.71,493.9,431
1286,2735_01,Earth,FALSE,G/441/P,TRAPPIST-1e,18,FALSE,798,2,0,8,0,Janney Robersondez,8736,8361,161182,529.65,490.05,49.41,28.85,101.72,493,431
1287,2742_01,Earth,TRUE,G/436/S,PSO J318.5-22,38,FALSE,0,0,0,0,0,Erick Mondalley,8902,8666,161182,532.45,490,49.36,28.86,101.72,500,431
1288,2744_01,Earth,FALSE,G/443/P,55 Cancri e,,FALSE,0,765,3,14,1,Jonaye Hendez,8613,8449,161182,550.35,465.25,49.31,28.82,101.71,495.55,431
1289,2749_01,Earth,TRUE,G/437/S,TRAPPIST-1e,28,FALSE,0,0,0,0,0,Loria Beckeetter,8498,7921,161182,563.95,461.1,49.26,28.78,101.7,493,431
1290,2757_01,Earth,FALSE,G/445/P,TRAPPIST-1e,19,FALSE,0,0,0,802,7,Man Hortis,8200,7797,161182,555.6,488,49.21,29.16,101.7,490,431
1291,2761_01,Earth,FALSE,F/531/S,PSO J318.5-22,45,FALSE,3,31,60,515,0,Rice Malliamsey,7837,7809,161182,548.7,485.25,49.15,29.55,101.69,486,431
1292,2761_02,Earth,FALSE,F/531/S,TRAPPIST-1e,27,FALSE,0,0,1388,0,15,Jandy Kellynn,7979,7081,161182,531.4,472.05,49.1,29.6,101.68,475,431
1293,2766_01,Earth,TRUE,G/440/S,55 Cancri e,15,FALSE,0,0,0,0,0,Eilan Morrencis,7171,6684,161182,535.8,465.1,49.05,29.64,101.68,465.1,431
1294,2767_01,Earth,FALSE,G/441/S,TRAPPIST-1e,22,FALSE,0,130,39,457,0,Geneen Mayder,6892,6864,161182,542,463,49,30.02,101.67,471,431
1295,2771_01,Earth,FALSE,F/574/P,TRAPPIST-1e,23,FALSE,0,102,0,0,587,Inette Wolfernan,7003,6527,161182,540,469,48.97,30.39,101.66,475,431
1296,2775_01,Europa,FALSE,C/101/S,TRAPPIST-1e,32,FALSE,0,442,0,1700,315,Okulas Greded,6845,6817,161182,536.6,475,48.95,30.74,101.66,486.4,431
1297,2776_01,Earth,FALSE,G/445/S,TRAPPIST-1e,15,FALSE,0,34,861,0,47,Alfrey Irwinson,7102,7072,161182,537.1,476.25,48.92,31.08,101.65,480,431
1298,2777_01,Europa,TRUE,A/33/S,TRAPPIST-1e,30,TRUE,0,0,0,0,0,Nunkino Inkcablel,7456,6804,161182,519.4,466.6,48.9,31.25,101.64,472.9,431
1299,2779_01,Earth,FALSE,F/577/P,TRAPPIST-1e,60,FALSE,454,1,91,1,227,Becca Monroellynn,6849,6645,161182,544.55,477.3,48.87,31.42,101.62,485.95,431
1300,2782_01,Earth,,F/534/S,TRAPPIST-1e,50,FALSE,0,104,6,1940,1,Wine Miranciash,6816,6575,161182,548.55,470.05,48.85,31.27,101.61,484.95,431
1301,2791_01,Earth,,G/451/P,TRAPPIST-1e,45,FALSE,545,63,38,3,369,Tance Strongers,6631,6631,161182,550.3,480,48.82,31.12,101.6,486,431
1302,2794_01,Mars,FALSE,E/170/P,TRAPPIST-1e,24,FALSE,915,0,67,0,67,Stchex Mellé,6920,6920,161182,563.05,480.05,48.79,31.18,101.6,482.95,431
1303,2794_02,Mars,FALSE,F/579/P,TRAPPIST-1e,22,FALSE,842,,431,52,0,Pefox Apie,7044,6662,161182,560.2,483.35,48.77,31.24,101.6,484,431
1304,2794_03,Mars,FALSE,F/579/P,TRAPPIST-1e,20,FALSE,1,0,2638,0,0,Donut Mellé,6795,6704,161182,562.5,480,48.74,31.26,101.6,484,431
1305,2794_04,Mars,TRUE,F/579/P,55 Cancri e,19,FALSE,0,0,0,0,0,Toale Mellé,6843,6818,161182,554.65,480,48.72,31.28,101.59,489,431
1306,2794_05,Mars,FALSE,F/579/P,TRAPPIST-1e,40,FALSE,203,2,112,0,1065,Ponts Apie,6955,6807,161182,553.85,480,48.69,31.31,101.58,486.05,431
1307,2794_06,Mars,TRUE,F/579/P,TRAPPIST-1e,14,FALSE,0,0,0,0,0,Tous Mellé,7901,7759,161182,555.4,483.05,48.67,31.33,101.58,489,431
1308,2794_07,Mars,TRUE,F/579/P,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Dooss Apie,7875,7846,161182,563.75,481,48.64,31.06,101.57,486,431
1309,2800_01,Mars,TRUE,E/191/S,55 Cancri e,20,FALSE,0,0,0,0,0,Sugark Creke,7999,7999,161182,574.85,480.1,48.62,30.79,101.56,487.05,431
1310,2803_01,Europa,TRUE,D/84/P,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Atrix Dedentive,8338,7926,161182,564,482.5,48.59,30.52,101.55,487.85,431
1311,2804_01,Earth,TRUE,G/448/S,TRAPPIST-1e,24,FALSE,0,0,0,0,0,Monard Cookentaney,8072,7882,161182,553.65,476,48.56,30.25,101.54,483.5,431
1312,2808_01,Europa,TRUE,C/95/P,55 Cancri e,30,FALSE,0,0,0,0,0,Weidus Platch,7944,7886,161182,539.8,476,48.54,30.17,101.53,486,431
1313,2808_02,Europa,FALSE,C/95/P,TRAPPIST-1e,44,FALSE,0,9662,0,1,1260,Alsafik Platch,8159,8139,161182,539.1,475,48.51,30.08,101.52,476,431
1314,2815_01,Earth,FALSE,E/172/P,TRAPPIST-1e,42,FALSE,0,0,85,0,703,Ritey Bushafford,8287,8245,161182,535.85,471,48.49,30,101.51,480.05,431
1315,2815_02,Earth,TRUE,G/456/P,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Daven Bushafford,8849,8652,161182,530.7,472.65,48.46,29.92,101.5,479,431
1316,2815_03,Earth,FALSE,F/583/P,TRAPPIST-1e,19,FALSE,6,697,0,0,0,Coley Bushafford,8925,8780,161182,545.6,468.05,48.44,30.16,101.49,470,431
1317,2816_01,Europa,TRUE,D/85/P,TRAPPIST-1e,69,FALSE,0,0,0,0,0,Sulah Gleroling,8794,8789,161182,544.35,467.2,48.41,30.41,101.48,470,431
1318,2827_01,Earth,TRUE,G/451/S,55 Cancri e,50,FALSE,0,0,0,0,0,Almara Cartiz,8934,8928,161182,540.7,463.2,48.38,30.46,101.47,476.5,431
1319,2828_01,Earth,FALSE,G/459/P,PSO J318.5-22,15,FALSE,144,0,0,6,379,Jacque Pughlinsons,9701,8800,161182,519.05,471.05,48.36,30.51,101.46,472.5,431
1320,2829_01,Earth,TRUE,G/460/P,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Walley Byerton,8867,8727,161182,544.25,465,48.33,30.56,101.44,466,431
1321,2830_01,Earth,TRUE,G/461/P,PSO J318.5-22,25,FALSE,0,0,0,0,0,Adriet Barris,9291,8987,161182,548,460,48.31,30.61,101.43,470,431
1322,2833_01,Earth,TRUE,G/462/P,PSO J318.5-22,15,FALSE,0,0,0,0,0,Lonnis Davens,8939,8932,161182,544.5,461.55,48.28,30.65,101.42,468,444
1323,2836_01,Europa,FALSE,C/106/S,55 Cancri e,62,FALSE,0,9724,0,47,14,Thabik Sophaft,9346,9194,161182,536.6,463.5,48.26,30.69,101.4,465,444
1324,2841_01,Earth,FALSE,F/589/P,TRAPPIST-1e,19,FALSE,0,9,0,1118,0,Aleroy River,9426,9167,161182,539.7,452.35,48.23,30.73,101.39,464.95,444
1325,2842_01,Earth,TRUE,G/463/P,TRAPPIST-1e,29,FALSE,0,0,0,0,0,Isaacy Weaverays,9251,8891,161182,535.3,459.5,48.21,30.77,101.38,460,444
1326,2844_01,Earth,FALSE,F/541/S,55 Cancri e,28,FALSE,16,0,0,,1317,Tera Knoxonway,9105,9015,161182,541.25,460,48.18,30.68,101.38,460,444
1327,2845_01,Europa,TRUE,C/97/P,55 Cancri e,25,FALSE,0,0,0,0,0,Tachird Resendent,9234,9188,161182,533.55,460,48.15,30.59,101.37,460.9,450
1328,2845_02,Europa,TRUE,C/97/P,,22,FALSE,0,0,0,0,0,Atonon Resendent,9696,9586,161182,526.35,460,48.13,30.66,101.36,460.1,450
1329,2848_01,Europa,TRUE,A/34/S,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Instab Unkcatted,9700,9695,161182,525.65,374.9,48.1,30.72,101.36,463,450
1330,2848_02,Europa,TRUE,A/34/S,TRAPPIST-1e,61,FALSE,0,0,0,0,0,Nekkark Unkcatted,9845,9465,161182,513.65,459,48.08,30.84,101.35,465,450
1331,2848_03,Europa,TRUE,A/34/S,55 Cancri e,26,FALSE,0,0,0,0,0,Thab Unkcatted,9646,9232,161182,517.5,450,48.05,30.95,101.35,463,450
1332,2849_01,Earth,FALSE,,TRAPPIST-1e,19,FALSE,0,0,0,0,1201,Felice Dillips,9381,9128,161182,501.1,458,48.03,30.94,101.34,464,450
1333,2850_01,Mars,FALSE,F/543/S,TRAPPIST-1e,2,FALSE,0,0,0,0,0,Guakes Nuthe,9224,9032,161182,486.45,462,48,30.94,101.32,472.6,450
1334,2850_02,Mars,TRUE,F/543/S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Gian Nuthe,9326,9041,161182,515.1,467,47.97,30.94,101.31,485,450
1335,2850_03,Mars,FALSE,E/192/S,TRAPPIST-1e,26,FALSE,1208,90,1,0,0,Shog Nuthe,9053,8394,161182,515.65,480.25,47.95,30.93,101.3,495.95,450
1336,2850_04,Mars,TRUE,F/543/S,TRAPPIST-1e,6,FALSE,0,0,0,0,0,Hony Nuthe,8441,8224,161182,506.5,484,47.92,30.86,101.3,491,450
1337,2851_01,Earth,FALSE,F/590/P,55 Cancri e,23,FALSE,5,0,0,49,668,Janee Rocknight,8515,8395,161182,507.5,481.6,47.9,30.79,101.29,488.95,450
1338,2855_01,,TRUE,D/87/P,55 Cancri e,50,FALSE,0,0,0,0,0,Dyonif Ambleetive,8713,8368,161182,504.55,480,47.87,31.02,101.29,485,450
1339,2864_01,Mars,FALSE,F/548/S,TRAPPIST-1e,18,FALSE,2366,0,238,0,0,Jacats Keen,8705,8456,161182,501.8,465.55,47.85,31.25,101.29,514,450
1340,2868_01,Earth,TRUE,G/453/S,TRAPPIST-1e,7,FALSE,0,0,0,0,0,Jeret Bonder,8504,8175,161182,521,490.1,47.82,31.22,101.28,500,450
1341,2868_02,Earth,TRUE,G/453/S,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Rosiey Bonder,8370,8054,161182,503.65,462.15,47.79,31.18,101.26,496.35,556
1342,2868_03,Earth,,G/453/S,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Done Bonder,8092,7975,161182,515.2,496,47.77,31.16,101.26,503,556
1343,2868_04,Earth,FALSE,G/453/S,TRAPPIST-1e,37,FALSE,0,0,1631,0,75,Ianya Bonder,8256,8183,161182,513.3,490.2,47.74,31.14,101.26,492.2,556
1344,2874_01,Earth,FALSE,E/177/P,TRAPPIST-1e,25,FALSE,,5,12,978,0,Ellana Loway,8247,8205,161182,528.8,490.05,47.72,31.14,101.26,492.5,556
1345,2879_01,Earth,FALSE,F/594/P,TRAPPIST-1e,22,FALSE,0,,0,0,1128,Mollen Morrodgers,8522,8365,161182,539.4,490,47.69,31.13,101.26,493.25,556
1346,2885_01,Mars,FALSE,F/549/S,TRAPPIST-1e,20,FALSE,91,0,10,1187,0,Lles Mushe,8420,8005,161182,540.55,490,47.67,30.9,101.26,508.5,556
1347,2886_01,Mars,FALSE,F/596/P,TRAPPIST-1e,32,FALSE,2436,0,18,9,0,Fow Bert,8037,7508,161182,550.5,498.25,47.64,30.67,101.26,503,556
1348,2889_01,Earth,FALSE,E/195/S,TRAPPIST-1e,34,FALSE,0,0,573,214,0,Floyde Barrez,7561,7331,161182,546.9,490.25,47.62,30.75,101.26,493,556
1349,2895_01,Europa,TRUE,C/111/S,55 Cancri e,47,FALSE,0,0,0,0,0,Phah Meplel,7592,7393,161182,551.2,493.1,47.59,30.83,101.25,507,556
1350,2896_01,Earth,FALSE,F/550/S,TRAPPIST-1e,23,FALSE,11,0,0,0,1281,Clard Sweenez,7486,7349,161182,552.05,495.35,47.56,30.8,101.25,505,556
1351,2898_01,Europa,FALSE,B/90/P,TRAPPIST-1e,22,FALSE,0,4313,0,0,25,Magnon Healted,7362,7271,161182,546.35,503.05,47.54,30.76,101.25,509.5,556
1352,2898_02,Europa,TRUE,B/90/P,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Ashird Whetingert,7371,7101,161182,552.05,501,47.51,30.66,101.24,509.5,556
1353,2903_01,Earth,FALSE,G/472/P,PSO J318.5-22,18,FALSE,33,1352,38,0,,,7129,7091,161182,550.1,500,47.49,30.55,101.24,513.25,556
1354,2904_01,Europa,FALSE,C/99/P,TRAPPIST-1e,36,FALSE,86,290,2271,2184,91,Ashird Dishearly,7470,7314,161182,556.75,509.45,47.46,30.52,101.24,513,556
1355,2904_02,Europa,TRUE,C/99/P,TRAPPIST-1e,32,FALSE,0,0,0,0,0,Luxonon Dishearly,7406,7361,161182,560.65,505,47.44,30.49,101.25,505,500
1356,2911_01,Earth,TRUE,G/465/S,TRAPPIST-1e,29,FALSE,0,0,0,0,0,Carona Leton,7501,7407,161182,567.95,509.45,47.41,30.4,101.25,516.7,500
1357,2914_01,Europa,TRUE,B/91/P,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Sadares Reeddommy,7537,7497,161182,571.1,515,47.38,30.32,101.25,533,500
1358,2915_01,Mars,TRUE,F/554/S,TRAPPIST-1e,45,FALSE,0,0,0,0,0,Wealke Beake,7632,7613,161182,568.5,528.3,47.36,30.23,101.26,549.1,500
1359,2916_01,Mars,TRUE,F/604/P,TRAPPIST-1e,,FALSE,0,0,0,0,0,Mars Ickes,7723,7474,161182,578.75,525,47.33,30.14,101.26,555,500
1360,2917_01,Earth,FALSE,F/605/P,TRAPPIST-1e,14,FALSE,890,0,75,0,0,Marlly Simson,7501,7397,161182,594.4,541.05,47.31,30.04,101.26,545.5,500
1361,2918_01,Europa,FALSE,B/108/S,55 Cancri e,22,FALSE,0,562,0,0,3808,Geno Clutcheed,7626,7502,161182,579.95,531,47.28,29.95,101.27,532.2,500
1362,2921_01,Earth,FALSE,F/607/P,TRAPPIST-1e,31,FALSE,0,0,0,234,572,Cores Portananney,7651,7651,161182,569.35,525,47.26,29.77,101.27,525,562
1363,2922_01,Mars,FALSE,F/608/P,TRAPPIST-1e,25,FALSE,1,72,1202,33,0,Trine Pore,7685,7558,161182,552.9,525,47.23,29.59,101.26,533,562
1364,2923_01,Earth,FALSE,G/466/S,TRAPPIST-1e,15,FALSE,19,3673,173,0,314,Lavey Merkins,7633,7532,161182,560,530.1,47.21,29.41,101.26,538.95,562
1365,2924_01,Mars,FALSE,F/556/S,TRAPPIST-1e,28,FALSE,2521,0,303,8,0,Cobys Perie,7500,6709,161182,557.9,528.5,47.18,29.23,101.26,543.75,562
1366,2931_01,Earth,TRUE,G/475/P,TRAPPIST-1e,34,FALSE,0,0,0,0,0,Essara Mcfarley,6799,6707,161182,557.85,535.3,47.15,29.14,101.27,555,562
1367,2931_02,Earth,FALSE,F/612/P,TRAPPIST-1e,28,FALSE,743,27,10,0,17,Andice Mcfarley,6906,6542,161182,557.75,545.8,47.13,29.04,101.28,553,562
1368,2932_01,Europa,TRUE,B/109/S,,45,FALSE,0,0,0,0,0,Tarain Tachor,6597,6286,161182,552.3,540.5,47.1,28.86,101.28,554.05,681
1369,2933_01,Earth,,F/613/P,TRAPPIST-1e,44,FALSE,0,72,0,665,0,Byront Lewinton,6343,6334,161182,555.25,550,47.08,28.67,101.28,554.25,681
1370,2937_01,Earth,FALSE,F/614/P,TRAPPIST-1e,22,FALSE,0,1,,237,620,Gerly Valey,6674,6434,161182,557.3,543,47.05,28.52,101.28,545,681
1371,2939_01,Earth,FALSE,G/476/P,TRAPPIST-1e,48,FALSE,0,0,889,0,0,Noria Cainghannon,6455,6402,161182,555.6,537.8,47.03,28.37,101.28,547.2,681
1372,2946_01,Earth,FALSE,F/616/P,TRAPPIST-1e,25,FALSE,1722,906,0,0,1,Jayne Farrez,6546,6499,161182,551.8,540,47,28.2,101.28,549,556
1373,2946_02,Earth,FALSE,G/480/P,TRAPPIST-1e,24,FALSE,646,202,0,3,2,Toddie Farrez,6510,6447,161182,545.6,544,47.03,28.04,101.28,550.25,556
1374,2946_03,Earth,FALSE,G/480/P,TRAPPIST-1e,20,FALSE,0,822,0,65,0,Karah Farrez,6742,6710,161182,540.35,550.1,47.05,27.83,101.28,562.45,556
1375,2946_04,Earth,FALSE,G/480/P,TRAPPIST-1e,46,FALSE,0,7,327,0,508,Lewise Farrez,6771,6612,161182,549.4,559,47.08,27.62,101.27,565.1,556
1376,2947_01,Earth,TRUE,G/481/P,TRAPPIST-1e,40,FALSE,0,0,0,0,0,Byrona Kerrealds,6780,6715,161182,550.8,553.1,47.11,27.44,101.28,559.35,556
1377,2951_01,Earth,FALSE,G/483/P,PSO J318.5-22,26,FALSE,368,0,,406,0,Juaney Slates,6738,6007,161182,551.05,546.2,47.13,27.27,101.28,562,556
1378,2952_01,Earth,FALSE,F/618/P,55 Cancri e,56,FALSE,0,88,0,882,207,Shaele Carreralend,6090,6072,161182,548.15,550.5,47.16,27.1,101.28,559.9,556
1379,2955_01,Earth,,F/560/S,TRAPPIST-1e,37,FALSE,262,380,0,39,766,Milda Rocholton,6164,5826,161182,550.15,548.65,47.18,26.94,101.28,562.5,681
1380,2957_01,Earth,TRUE,G/484/P,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Eillis Cobson,6172,6120,161182,554.9,550,47.21,26.78,101.28,566,681
